编码,日期,销量
1512,2015-09-01,0.3599369529043257
1512,2015-09-02,0.35430790052676897
1512,2015-09-03,0.34410235308312137
1512,2015-09-04,0.36285072002223323
1512,2015-09-05,0.3327636827305796
1512,2015-09-06,0.3162251588013762
1512,2015-09-07,0.3439559505034512
1512,2015-09-08,0.3153090320380624
1512,2015-09-09,0.30253074290088866
1512,2015-09-11,0.3136683128673359
1512,2015-09-12,0.30411952397905273
1512,2015-09-13,0.29190893291621345
1512,2015-09-14,0.3089803196159355
1512,2015-09-15,0.28958567914304434
1512,2015-09-16,0.2798703177173349
1512,2015-09-17,0.2826226281736989
1512,2015-09-18,0.2914434659074052
1512,2015-09-19,0.2896567333878097
1512,2015-09-20,0.2786047185607006
1512,2015-09-21,0.29272049173717474
1512,2015-09-22,0.2758023551595283
1512,2015-09-23,0.267571177651994
1512,2015-09-24,0.27236766418593217
1512,2015-09-25,0.2786995725833676
1512,2015-09-26,0.2810354898182567
1512,2015-09-27,0.27041870975805976
1512,2015-09-28,0.2832291295860925
1512,2015-09-29,0.26710558628670905
1512,2015-09-30,0.25981373997722434
1512,2015-10-01,0.26584564095480157
1512,2015-10-02,0.27036092623626307
1512,2015-10-03,0.275321031995006
1512,2015-10-04,0.26490723786896375
1512,2015-10-05,0.2769974513290441
1512,2015-10-06,0.2610778165177462
1512,2015-10-07,0.2544669113538378
1512,2015-10-08,0.26132371291929307
1512,2015-10-09,0.26444859109147273
1512,2015-10-10,0.2712606285403092
1512,2015-10-11,0.2609580449336337
1512,2015-10-12,0.27259375778907846
1512,2015-10-13,0.25663745843859453
1512,2015-10-14,0.2505583083082479
1512,2015-10-15,0.2580006258535089
1512,2015-10-16,0.2600241809572964
1512,2015-10-17,0.2682303669614657
1512,2015-10-18,0.25799735022617215
1512,2015-10-19,0.26931939805562155
1512,2015-10-20,0.25322307810092315
1512,2015-10-21,0.24757824990435312
1512,2015-10-22,0.25545373324137793
1512,2015-10-23,0.25658216198249556
1512,2015-10-24,0.2658845454822517
1512,2015-10-25,0.2557001125458512
1512,2015-10-26,0.26679164239066405
1512,2015-10-27,0.25051233200122214
1512,2015-10-28,0.24523287897209448
1512,2015-10-29,0.25343858987092793
