编码,日期,销量
1201,20150501,108
1201,20150502,77
1201,20150503,92
1201,20150504,91
1201,20150505,78
1201,20150506,102
1201,20150507,76
1201,20150508,101
1201,20150509,81
1201,20150510,95
1201,20150511,89
1201,20150512,88
1201,20150513,95
1201,20150514,85
1201,20150515,96
1201,20150516,86
1201,20150517,95
1201,20150518,89
1201,20150519,92
1201,20150520,93
1201,20150521,90
1201,20150522,94
1201,20150523,90
1201,20150524,94
1201,20150525,91
1201,20150526,94
1201,20150527,93
1201,20150528,93
1201,20150529,94
1201,20150530,92
