编码,日期,销量
1203,20150501,29
1203,20150502,33
1203,20150503,29
1203,20150504,32
1203,20150505,33
1203,20150506,31
1203,20150507,32
1203,20150508,32
1203,20150509,32
1203,20150510,32
1203,20150511,32
1203,20150512,32
1203,20150513,33
1203,20150514,33
1203,20150515,33
1203,20150516,33
1203,20150517,33
1203,20150518,33
1203,20150519,33
1203,20150520,34
1203,20150521,34
1203,20150522,34
1203,20150523,34
1203,20150524,34
1203,20150525,34
1203,20150526,34
1203,20150527,35
1203,20150528,35
1203,20150529,35
1203,20150530,35
