编码,日期,销量
2203,20150501,10
2203,20150502,11
2203,20150503,11
2203,20150504,11
2203,20150505,11
2203,20150506,11
2203,20150507,11
2203,20150508,11
2203,20150509,11
2203,20150510,12
2203,20150511,11
2203,20150512,12
2203,20150513,12
2203,20150514,12
2203,20150515,12
2203,20150516,12
2203,20150517,12
2203,20150518,12
2203,20150519,12
2203,20150520,12
2203,20150521,12
2203,20150522,12
2203,20150523,12
2203,20150524,12
2203,20150525,12
2203,20150526,12
2203,20150527,12
2203,20150528,12
2203,20150529,12
2203,20150530,12
