编码,日期,销量
1518,20150501,10
1518,20150502,11
1518,20150503,14
1518,20150504,12
1518,20150505,12
1518,20150506,12
1518,20150507,13
1518,20150508,12
1518,20150509,12
1518,20150510,13
1518,20150511,13
1518,20150512,13
1518,20150513,13
1518,20150514,13
1518,20150515,13
1518,20150516,13
1518,20150517,13
1518,20150518,13
1518,20150519,14
1518,20150520,14
1518,20150521,14
1518,20150522,14
1518,20150523,14
1518,20150524,14
1518,20150525,14
1518,20150526,14
1518,20150527,14
1518,20150528,14
1518,20150529,15
1518,20150530,15
