编码,日期,销量
2011,20150501,-1
2011,20150502,7
2011,20150503,14
2011,20150504,4
2011,20150505,9
2011,20150506,15
2011,20150507,12
2011,20150508,7
2011,20150509,10
2011,20150510,11
2011,20150511,9
2011,20150512,9
2011,20150513,12
2011,20150514,11
2011,20150515,10
2011,20150516,10
2011,20150517,11
2011,20150518,10
2011,20150519,10
2011,20150520,11
2011,20150521,11
2011,20150522,10
2011,20150523,11
2011,20150524,11
2011,20150525,11
2011,20150526,11
2011,20150527,11
2011,20150528,11
2011,20150529,11
2011,20150530,11
