编码,日期,销量
2201,20150501,15
2201,20150502,13
2201,20150503,16
2201,20150504,12
2201,20150505,14
2201,20150506,13
2201,20150507,14
2201,20150508,13
2201,20150509,14
2201,20150510,14
2201,20150511,14
2201,20150512,13
2201,20150513,14
2201,20150514,13
2201,20150515,14
2201,20150516,14
2201,20150517,14
2201,20150518,14
2201,20150519,14
2201,20150520,14
2201,20150521,14
2201,20150522,14
2201,20150523,14
2201,20150524,14
2201,20150525,14
2201,20150526,14
2201,20150527,14
2201,20150528,14
2201,20150529,14
2201,20150530,14
