编码,日期,销量
2202,20150501,10
2202,20150502,12
2202,20150503,19
2202,20150504,19
2202,20150505,13
2202,20150506,14
2202,20150507,17
2202,20150508,18
2202,20150509,15
2202,20150510,15
2202,20150511,17
2202,20150512,17
2202,20150513,16
2202,20150514,16
2202,20150515,17
2202,20150516,17
2202,20150517,17
2202,20150518,17
2202,20150519,17
2202,20150520,17
2202,20150521,17
2202,20150522,17
2202,20150523,18
2202,20150524,18
2202,20150525,18
2202,20150526,18
2202,20150527,18
2202,20150528,18
2202,20150529,18
2202,20150530,18
